year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,9,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",49.00,4.00,2.24,0.00,0.10,0.00,1.66,0.00,0.00,286.00,76.00,0.00,11.00,0.00,199.00
2022,9,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",158.00,24.00,6.98,0.00,13.54,0.00,3.48,0.00,0.00,2420.00,1780.00,0.00,421.00,0.00,219.00
2022,9,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",81.00,4.00,2.55,0.00,0.45,0.00,1.00,0.00,0.00,159.00,129.00,0.00,15.00,0.00,15.00
2022,9,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",30.00,1.00,0.55,0.00,0.45,0.00,0.00,0.00,0.00,22.00,12.00,0.00,10.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",193.00,18.00,8.26,0.00,4.03,0.00,5.71,0.00,0.00,1126.00,673.00,0.00,221.00,0.00,232.00
2022,9,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1334.00,87.00,38.19,4.07,10.94,0.00,33.80,3.00,1.00,6538.00,3899.00,169.00,259.00,0.00,2211.00
2022,9,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",127.00,26.00,5.67,2.00,14.84,0.00,3.49,3.00,2.00,1248.00,237.00,40.00,745.00,0.00,226.00
2022,9,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",20.00,5.00,1.00,2.24,1.22,0.00,0.55,1.00,0.00,1716.00,856.00,796.00,36.00,0.00,28.00
2022,9,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",20.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,81.00,81.00,0.00,0.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",6.00,1.00,0.99,0.00,0.01,0.00,0.00,0.00,0.00,322.00,320.00,0.00,2.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",139.00,9.00,7.21,0.00,0.62,0.00,1.17,0.00,0.00,1128.00,1031.00,0.00,30.00,0.00,67.00
2022,9,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",53.00,11.00,2.59,0.00,2.30,0.00,6.11,1.00,0.00,1071.00,255.00,0.00,118.00,0.00,698.00
2022,9,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",97.00,21.00,7.22,0.00,4.05,0.00,9.73,1.00,0.00,1331.00,319.00,0.00,169.00,0.00,843.00
2022,9,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",111.00,25.00,5.64,0.24,11.26,0.00,7.86,1.00,0.00,2076.00,1045.00,34.00,520.00,0.00,477.00
2022,9,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",80.00,6.00,4.19,0.00,1.02,0.00,0.79,0.00,0.00,1039.00,886.00,0.00,27.00,0.00,126.00
2022,9,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",15.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",110.00,12.00,5.05,0.00,5.18,0.00,1.77,2.00,0.00,476.00,295.00,0.00,115.00,0.00,66.00
2022,9,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",234.00,27.00,8.97,1.00,9.12,0.00,7.92,1.00,0.00,1813.00,406.00,83.00,389.00,0.00,935.00
2022,9,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",25.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,23.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1919.00,235.00,67.52,8.48,98.26,0.00,60.74,27.00,2.00,17174.00,5706.00,629.00,5625.00,0.00,5214.00
2022,9,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",49.00,3.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,95.00,46.00,0.00,26.00,0.00,23.00
2022,9,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",34.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,34.00,16.00,0.00,18.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",30.00,2.00,0.63,0.00,1.37,0.00,0.00,0.00,0.00,78.00,39.00,0.00,39.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",3419.00,521.00,88.05,35.64,234.41,0.00,162.90,58.00,0.00,42882.00,8220.00,2313.00,15586.00,0.00,16763.00
2022,9,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",49.00,3.00,1.78,0.00,1.22,0.00,0.00,0.00,0.00,189.00,150.00,0.00,39.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",111.00,24.00,5.69,0.95,7.89,0.00,9.47,1.00,0.00,1886.00,458.00,59.00,447.00,0.00,922.00
2022,9,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",19.00,1.00,0.32,0.00,0.00,0.00,0.68,0.00,0.00,93.00,30.00,0.00,0.00,0.00,63.00
2022,9,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",56.00,8.00,0.49,0.00,4.33,0.00,3.18,0.00,0.00,792.00,93.00,0.00,128.00,0.00,571.00
2022,9,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",118.00,15.00,9.76,0.00,3.51,0.00,1.73,0.00,0.00,761.00,503.00,0.00,129.00,0.00,129.00
2022,9,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",155.00,20.00,5.34,0.00,5.33,0.00,9.34,2.00,0.00,1591.00,323.00,0.00,353.00,0.00,915.00
2022,9,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad City International",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",80.00,9.00,6.54,0.41,1.01,0.00,1.04,0.00,2.00,1128.00,795.00,297.00,18.00,0.00,18.00
2022,9,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",54.00,5.00,1.97,0.54,1.49,0.00,1.00,0.00,0.00,384.00,248.00,29.00,58.00,0.00,49.00
2022,9,9E,Endeavor Air Inc.,MOT,"Minot, ND: Minot International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Sawyer International",38.00,5.00,1.70,0.00,2.30,0.00,1.00,0.00,0.00,305.00,174.00,0.00,71.00,0.00,60.00
2022,9,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",52.00,7.00,1.90,1.00,1.55,0.00,2.55,0.00,0.00,1030.00,355.00,240.00,123.00,0.00,312.00
2022,9,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",698.00,53.00,19.40,3.52,8.05,0.00,22.02,0.00,1.00,4860.00,1977.00,423.00,376.00,0.00,2084.00
2022,9,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",87.00,13.00,4.03,0.00,4.24,0.00,4.73,5.00,0.00,1155.00,424.00,0.00,197.00,0.00,534.00
2022,9,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",8.00,2.00,1.76,0.00,0.13,0.00,0.11,0.00,0.00,61.00,54.00,0.00,2.00,0.00,5.00
2022,9,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Will Rogers World",23.00,6.00,1.48,0.00,3.01,0.00,1.51,0.00,0.00,229.00,56.00,0.00,131.00,0.00,42.00
2022,9,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",53.00,11.00,1.74,0.00,4.57,0.00,4.69,0.00,0.00,766.00,97.00,0.00,209.00,0.00,460.00
2022,9,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",67.00,7.00,1.90,0.00,2.46,0.00,2.64,2.00,0.00,327.00,94.00,0.00,93.00,0.00,140.00
2022,9,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",225.00,27.00,6.47,0.00,10.67,0.00,9.86,6.00,0.00,2054.00,503.00,0.00,636.00,0.00,915.00
2022,9,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",26.00,3.00,0.40,1.00,1.00,0.00,0.60,1.00,0.00,1239.00,10.00,1187.00,26.00,0.00,16.00
2022,9,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",3.00,2.00,0.50,0.00,0.00,0.00,1.50,0.00,0.00,209.00,9.00,0.00,0.00,0.00,200.00
2022,9,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",194.00,18.00,3.70,1.00,8.28,0.00,5.02,5.00,0.00,1278.00,315.00,28.00,353.00,0.00,582.00
2022,9,9E,Endeavor Air Inc.,PVD,"Providence, RI: Theodore Francis Green State",109.00,19.00,7.57,0.32,2.84,0.00,8.26,3.00,0.00,1169.00,435.00,34.00,214.00,0.00,486.00
2022,9,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",206.00,26.00,3.11,0.30,14.70,0.00,7.89,1.00,0.00,1841.00,316.00,38.00,660.00,0.00,827.00
2022,9,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",491.00,83.00,24.65,1.19,19.40,0.00,37.77,5.00,1.00,8147.00,2532.00,693.00,987.00,0.00,3935.00
2022,9,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",260.00,41.00,12.28,0.46,13.35,0.00,14.90,1.00,0.00,2474.00,820.00,46.00,588.00,0.00,1020.00
2022,9,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",68.00,5.00,0.91,0.00,2.22,0.00,1.88,0.00,0.00,438.00,134.00,0.00,94.00,0.00,210.00
2022,9,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Greater Rochester International",259.00,32.00,11.99,2.23,6.77,0.00,11.01,0.00,0.00,1787.00,335.00,101.00,465.00,0.00,886.00
2022,9,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",173.00,26.00,2.43,0.84,16.86,0.00,5.87,8.00,0.00,1521.00,114.00,21.00,1148.00,0.00,238.00
2022,9,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",30.00,2.00,0.35,0.00,1.65,0.00,0.00,0.00,1.00,46.00,8.00,0.00,38.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",151.00,18.00,7.76,0.95,6.57,0.00,2.73,2.00,0.00,956.00,460.00,35.00,274.00,0.00,187.00
2022,9,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",268.00,34.00,11.87,0.34,5.82,0.00,15.97,3.00,0.00,2702.00,592.00,35.00,348.00,0.00,1727.00
2022,9,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",84.00,13.00,10.90,1.00,0.90,0.00,0.21,0.00,0.00,914.00,796.00,73.00,38.00,0.00,7.00
2022,9,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",48.00,4.00,1.53,0.00,1.40,0.00,1.07,0.00,0.00,327.00,50.00,0.00,30.00,0.00,247.00
2022,9,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",196.00,21.00,8.83,0.00,3.35,0.00,8.81,1.00,1.00,1610.00,428.00,0.00,317.00,0.00,865.00
2022,9,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",81.00,7.00,3.75,0.00,3.25,0.00,0.00,0.00,0.00,230.00,153.00,0.00,77.00,0.00,0.00
2022,9,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",107.00,12.00,7.80,0.00,2.40,0.00,1.80,0.00,0.00,624.00,357.00,0.00,85.00,0.00,182.00
2022,9,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",268.00,48.00,17.57,2.50,9.42,0.87,17.64,0.00,1.00,2271.00,773.00,257.00,359.00,13.00,869.00
2022,9,AA,American Airlines Network,ALB,"Albany, NY: Albany International",78.00,18.00,7.54,0.00,2.07,0.00,8.39,0.00,0.00,723.00,380.00,0.00,48.00,0.00,295.00
2022,9,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",10.00,6.00,0.75,1.09,0.00,0.00,4.16,1.00,0.00,504.00,18.00,105.00,0.00,0.00,381.00
2022,9,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",42.00,15.00,3.46,1.00,7.78,0.00,2.77,0.00,0.00,659.00,151.00,65.00,260.00,0.00,183.00
2022,9,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",514.00,137.00,43.54,5.77,30.22,0.00,57.47,5.00,0.00,10571.00,4876.00,352.00,1026.00,0.00,4317.00
2022,9,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1387.00,345.00,98.62,12.11,110.72,0.00,123.54,34.00,2.00,22266.00,8250.00,847.00,4467.00,0.00,8702.00
2022,9,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",59.00,3.00,0.00,0.09,1.08,0.00,1.83,0.00,0.00,97.00,0.00,2.00,32.00,0.00,63.00
2022,9,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",74.00,15.00,8.53,0.00,0.99,0.00,5.48,0.00,0.00,646.00,413.00,0.00,33.00,0.00,200.00
2022,9,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",331.00,65.00,27.92,2.75,7.92,0.00,26.41,3.00,0.00,3061.00,1147.00,209.00,353.00,0.00,1352.00
2022,9,AA,American Airlines Network,BGR,"Bangor, ME: Bangor International",40.00,3.00,1.61,0.00,0.53,0.00,0.85,0.00,0.00,215.00,72.00,0.00,16.00,0.00,127.00
2022,9,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",87.00,36.00,13.49,1.75,6.98,0.00,13.78,0.00,0.00,2726.00,754.00,332.00,309.00,0.00,1331.00
2022,9,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",649.00,142.00,52.73,4.87,28.96,1.23,54.21,6.00,1.00,8212.00,3820.00,291.00,1128.00,60.00,2913.00
2022,9,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",109.00,26.00,6.14,1.91,0.94,0.00,17.01,0.00,0.00,2214.00,222.00,97.00,43.00,0.00,1852.00
2022,9,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1656.00,371.00,112.11,16.35,129.50,0.97,112.08,20.00,0.00,23272.00,6859.00,683.00,6611.00,33.00,9086.00
2022,9,AA,American Airlines Network,BTV,"Burlington, VT: Burlington International",50.00,11.00,8.71,0.00,1.41,0.00,0.88,0.00,1.00,1837.00,1253.00,0.00,60.00,0.00,524.00
2022,9,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",155.00,35.00,12.31,0.98,5.29,0.00,16.42,1.00,0.00,2401.00,1118.00,41.00,162.00,0.00,1080.00
2022,9,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",120.00,24.00,12.19,0.94,3.37,0.00,7.51,0.00,2.00,1481.00,934.00,60.00,82.00,0.00,405.00
2022,9,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",325.00,62.00,26.43,2.59,10.07,0.00,22.91,4.00,0.00,2629.00,841.00,132.00,394.00,0.00,1262.00
2022,9,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",81.00,18.00,3.17,1.48,3.52,0.00,9.83,0.00,0.00,968.00,248.00,121.00,114.00,0.00,485.00
2022,9,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",383.00,83.00,38.23,1.54,14.10,0.10,29.03,26.00,0.00,5738.00,2805.00,98.00,649.00,3.00,2183.00
2022,9,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",281.00,51.00,20.22,2.07,8.71,0.00,20.01,4.00,0.00,3680.00,1699.00,187.00,353.00,0.00,1441.00
2022,9,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",8725.00,1219.00,464.03,39.87,239.55,1.15,474.40,136.00,12.00,109880.00,53231.00,2749.00,8340.00,65.00,45495.00
2022,9,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",243.00,63.00,26.20,2.90,10.86,0.00,23.03,1.00,0.00,4138.00,2008.00,344.00,341.00,0.00,1445.00
2022,9,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",89.00,11.00,6.25,0.00,1.00,0.00,3.75,1.00,0.00,708.00,252.00,0.00,54.00,0.00,402.00
2022,9,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",143.00,36.00,12.30,0.71,6.14,0.00,16.85,2.00,0.00,2749.00,832.00,24.00,222.00,0.00,1671.00
2022,9,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2513.00,537.00,152.18,27.36,190.00,3.09,164.37,64.00,5.00,36073.00,11108.00,2167.00,7308.00,89.00,15401.00
2022,9,AA,American Airlines Network,DEN,"Denver, CO: Denver International",681.00,113.00,46.49,4.18,23.39,1.56,37.39,4.00,3.00,7639.00,3687.00,202.00,889.00,57.00,2804.00
2022,9,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12108.00,2107.00,660.63,124.59,422.95,5.28,893.56,175.00,45.00,200822.00,79696.00,10567.00,20617.00,370.00,89572.00
2022,9,AA,American Airlines Network,DSM,"Des Moines, IA: Des Moines International",133.00,33.00,17.31,0.00,3.01,0.00,12.68,1.00,0.00,2216.00,1111.00,0.00,187.00,0.00,918.00
2022,9,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",285.00,54.00,22.03,3.12,9.86,0.00,18.99,1.00,0.00,3254.00,1293.00,195.00,503.00,0.00,1263.00
2022,9,AA,American Airlines Network,ECP,"Panama City, FL: Northwest Florida Beaches International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
